observation_date,DSWP1,DSWP2,DSWP3,DSWP4,DSWP5,DSWP7,DSWP10,DSWP30
2015-07-27,0.54,0.91,1.23,1.49,1.71,2.02,2.31,2.75
2015-07-28,0.55,0.91,1.23,1.50,1.72,2.04,2.34,2.78
2015-07-29,0.55,0.93,1.26,1.53,1.75,2.08,2.37,2.80
2015-07-30,0.59,0.97,1.30,1.56,1.77,2.08,2.36,2.77
2015-07-31,0.55,0.90,1.22,1.47,1.68,2.00,2.28,2.71
2015-08-03,0.54,0.90,1.21,1.46,1.67,1.98,2.26,2.69
2015-08-04,0.55,0.91,1.22,1.47,1.68,1.98,2.26,2.68
2015-08-05,0.60,0.98,1.31,1.57,1.78,2.09,2.36,2.76
2015-08-06,0.58,0.95,1.28,1.54,1.74,2.05,2.32,2.72
2015-08-07,0.60,0.98,1.29,1.53,1.73,2.02,2.28,2.68
2015-08-10,0.60,0.98,1.29,1.54,1.74,2.03,2.30,2.69
2015-08-11,0.57,0.92,1.23,1.47,1.66,1.96,2.23,2.63
2015-08-12,0.54,0.88,1.17,1.41,1.60,1.89,2.17,2.57
2015-08-13,0.58,0.94,1.24,1.49,1.68,1.98,2.25,2.64
2015-08-14,0.60,0.96,1.27,1.51,1.71,2.01,2.27,2.67
2015-08-17,0.59,0.95,1.25,1.49,1.68,1.97,2.24,2.63
2015-08-18,0.59,0.95,1.26,1.50,1.69,1.99,2.25,2.65
2015-08-19,0.59,0.95,1.25,1.50,1.70,1.99,2.26,2.66
2015-08-20,0.55,0.89,1.18,1.42,1.61,1.90,2.18,2.58
2015-08-21,0.54,0.87,1.16,1.39,1.58,1.87,2.15,2.57
2015-08-24,0.50,0.80,1.07,1.30,1.49,1.79,2.07,2.51
2015-08-25,0.50,0.82,1.10,1.34,1.55,1.86,2.15,2.60
2015-08-26,0.48,0.79,1.08,1.33,1.54,1.87,2.18,2.65
2015-08-27,0.52,0.84,1.15,1.40,1.61,1.94,2.24,2.69
2015-08-28,0.52,0.83,1.12,1.37,1.58,1.91,2.21,2.67
2015-08-31,0.53,0.87,1.16,1.40,1.61,1.92,2.22,2.67
2015-09-01,0.54,0.86,1.15,1.39,1.59,1.92,2.22,2.69
2015-09-02,0.54,0.85,1.15,1.39,1.60,1.93,2.23,2.70
2015-09-03,0.53,0.84,1.14,1.39,1.60,1.93,2.25,2.73
2015-09-04,0.55,0.86,1.14,1.37,1.57,1.89,2.19,2.65
2015-09-08,0.55,0.85,1.14,1.38,1.58,1.91,2.22,2.70
2015-09-09,0.55,0.87,1.16,1.40,1.61,1.94,2.25,2.72
2015-09-10,0.56,0.86,1.15,1.39,1.59,1.92,2.23,2.69
2015-09-11,0.55,0.85,1.13,1.36,1.57,1.89,2.20,2.66
2015-09-14,0.55,0.86,1.13,1.36,1.57,1.90,2.20,2.68
2015-09-15,0.57,0.88,1.16,1.40,1.61,1.94,2.26,2.76
2015-09-16,0.58,0.90,1.18,1.42,1.63,1.97,2.28,2.79
2015-09-17,0.60,0.92,1.20,1.44,1.65,1.98,2.29,2.79
2015-09-18,0.51,0.81,1.09,1.33,1.54,1.87,2.19,2.70
2015-09-21,0.52,0.82,1.10,1.34,1.54,1.88,2.20,2.72
2015-09-22,0.51,0.79,1.06,1.29,1.49,1.82,2.14,2.66
2015-09-23,0.51,0.80,1.07,1.30,1.51,1.84,2.16,2.69
2015-09-24,0.50,0.77,1.02,1.25,1.45,1.77,2.09,2.59
2015-09-25,0.52,0.80,1.07,1.31,1.51,1.85,2.16,2.67
2015-09-28,0.51,0.78,1.03,1.26,1.46,1.78,2.09,2.59
2015-09-29,0.50,0.76,1.01,1.23,1.42,1.74,2.04,2.55
2015-09-30,0.50,0.75,0.99,1.20,1.39,1.70,2.01,2.53
2015-10-01,0.50,0.76,1.00,1.21,1.40,1.71,2.01,2.51
2015-10-02,0.46,0.69,0.92,1.12,1.31,1.62,1.93,2.46
2015-10-05,0.48,0.73,0.96,1.18,1.37,1.69,2.01,2.54
2015-10-06,0.48,0.73,0.97,1.19,1.38,1.71,2.03,2.57
2015-10-07,0.49,0.75,0.99,1.21,1.41,1.73,2.05,2.57
2015-10-08,0.50,0.76,1.01,1.23,1.43,1.74,2.05,2.57
2015-10-09,0.50,0.77,1.03,1.25,1.45,1.77,2.08,2.60
2015-10-13,0.49,0.75,1.01,1.23,1.42,1.74,2.05,2.57
2015-10-14,0.45,0.68,0.92,1.13,1.32,1.64,1.96,2.51
2015-10-15,0.47,0.71,0.95,1.16,1.35,1.66,1.97,2.50
2015-10-16,0.48,0.72,0.96,1.17,1.36,1.66,1.97,2.49
2015-10-19,0.47,0.73,0.97,1.19,1.38,1.70,2.01,2.55
2015-10-20,0.48,0.74,0.99,1.21,1.41,1.72,2.03,2.57
2015-10-21,0.48,0.73,0.97,1.19,1.38,1.69,2.00,2.52
2015-10-22,0.47,0.72,0.96,1.18,1.38,1.69,2.00,2.53
2015-10-23,0.50,0.75,1.01,1.23,1.42,1.74,2.04,2.55
2015-10-26,0.50,0.75,1.00,1.22,1.41,1.71,2.01,2.51
2015-10-27,0.49,0.73,0.96,1.17,1.36,1.67,1.97,2.47
2015-10-28,0.50,0.75,0.99,1.21,1.40,1.70,2.00,2.51
2015-10-29,0.55,0.84,1.10,1.32,1.50,1.80,2.08,2.56
2015-10-30,0.56,0.85,1.11,1.33,1.51,1.81,2.09,2.56
2015-11-02,0.56,0.87,1.13,1.34,1.53,1.82,2.10,2.57
2015-11-03,0.58,0.88,1.14,1.36,1.55,1.84,2.11,2.58
2015-11-04,0.60,0.91,1.18,1.39,1.57,1.85,2.12,2.58
2015-11-05,0.59,0.90,1.16,1.38,1.56,1.83,2.09,2.55
2015-11-06,0.64,0.98,1.27,1.50,1.68,1.96,2.23,2.69
2015-11-09,0.65,1.00,1.30,1.53,1.72,2.00,2.27,2.74
2015-11-10,0.63,0.96,1.25,1.48,1.66,1.94,2.22,2.68
2015-11-12,0.64,0.97,1.26,1.48,1.66,1.94,2.21,2.67
2015-11-13,0.63,0.95,1.23,1.44,1.62,1.90,2.16,2.62
2015-11-16,0.62,0.93,1.21,1.42,1.59,1.87,2.14,2.62
2015-11-17,0.65,0.97,1.25,1.47,1.64,1.92,2.18,2.65
2015-11-18,0.65,0.96,1.24,1.46,1.63,1.89,2.16,2.61
2015-11-19,0.64,0.94,1.20,1.41,1.57,1.83,2.08,2.52
2015-11-20,0.65,0.95,1.20,1.40,1.56,1.82,2.08,2.53
2015-11-23,0.67,0.98,1.23,1.43,1.59,1.84,2.09,2.52
2015-11-24,0.68,0.98,1.24,1.43,1.59,1.85,2.11,2.55
2015-11-25,0.69,0.99,1.25,1.45,1.60,1.85,2.11,2.55
2015-11-27,0.68,0.98,1.23,1.42,1.57,1.82,2.08,2.54
2015-11-30,0.69,1.00,1.24,1.43,1.58,1.82,2.07,2.53
2015-12-01,0.69,0.98,1.21,1.39,1.54,1.78,2.04,2.50
2015-12-02,0.70,1.00,1.24,1.42,1.57,1.81,2.07,2.51
2015-12-03,0.73,1.04,1.29,1.49,1.64,1.90,2.16,2.61
2015-12-04,0.73,1.04,1.29,1.49,1.66,1.93,2.20,2.66
2015-12-07,0.74,1.05,1.29,1.48,1.64,1.88,2.14,2.59
2015-12-08,0.75,1.05,1.29,1.47,1.62,1.87,2.12,2.57
2015-12-09,0.76,1.06,1.30,1.49,1.65,1.90,2.16,2.63
2015-12-10,0.75,1.04,1.28,1.48,1.63,1.88,2.15,2.62
2015-12-11,0.74,1.02,1.25,1.44,1.59,1.84,2.10,2.56
2015-12-14,0.74,1.01,1.25,1.43,1.59,1.85,2.11,2.58
2015-12-15,0.75,1.04,1.28,1.48,1.65,1.91,2.18,2.64
2015-12-16,0.76,1.06,1.31,1.51,1.68,1.94,2.20,2.66
2015-12-17,0.80,1.09,1.34,1.53,1.69,1.93,2.18,2.62
2015-12-18,0.81,1.10,1.34,1.53,1.67,1.91,2.15,2.59
2015-12-21,0.82,1.11,1.34,1.52,1.67,1.91,2.15,2.59
2015-12-22,0.82,1.11,1.35,1.53,1.69,1.93,2.17,2.62
2015-12-23,0.83,1.12,1.37,1.56,1.71,1.96,2.21,2.66
2015-12-24,0.83,1.13,1.37,1.55,1.70,1.93,2.17,2.61
2015-12-28,0.84,1.13,1.37,1.55,1.69,1.92,2.16,2.58
2015-12-29,0.85,1.16,1.40,1.58,1.73,1.97,2.20,2.64
2015-12-30,0.88,1.19,1.43,1.62,1.77,2.00,2.24,2.66
2015-12-31,0.86,1.16,1.40,1.58,1.72,1.95,2.18,2.61
2016-01-04,0.85,1.14,1.37,1.55,1.68,1.91,2.14,2.56
2016-01-05,0.85,1.14,1.37,1.55,1.69,1.92,2.17,2.62
2016-01-06,0.84,1.12,1.34,1.50,1.64,1.87,2.10,2.54
2016-01-07,0.82,1.09,1.30,1.47,1.61,1.85,2.10,2.55
2016-01-08,0.81,1.05,1.25,1.41,1.55,1.79,2.04,2.50
2016-01-11,0.80,1.02,1.21,1.38,1.52,1.75,2.01,2.47
2016-01-12,0.80,1.01,1.20,1.36,1.50,1.74,1.99,2.45
2016-01-13,0.80,1.01,1.19,1.35,1.48,1.72,1.98,2.43
2016-01-14,0.78,0.97,1.14,1.30,1.43,1.68,1.93,2.39
2016-01-15,0.75,0.91,1.07,1.22,1.36,1.60,1.87,2.33
2016-01-19,0.77,0.93,1.10,1.26,1.40,1.64,1.90,2.35
2016-01-20,0.72,0.87,1.03,1.18,1.31,1.56,1.81,2.26
2016-01-21,0.73,0.89,1.06,1.21,1.35,1.60,1.86,2.30
2016-01-22,0.75,0.93,1.11,1.27,1.42,1.67,1.92,2.37
2016-01-25,0.75,0.93,1.11,1.27,1.41,1.65,1.90,2.34
2016-01-26,0.75,0.92,1.10,1.26,1.40,1.63,1.88,2.33
2016-01-27,0.76,0.94,1.11,1.27,1.41,1.65,1.90,2.36
2016-01-28,0.73,0.90,1.07,1.23,1.37,1.62,1.88,2.34
2016-01-29,0.70,0.85,1.01,1.16,1.30,1.54,1.80,2.26
2016-02-01,0.71,0.87,1.04,1.19,1.33,1.58,1.84,2.30
2016-02-02,0.70,0.83,0.98,1.13,1.26,1.50,1.76,2.22
2016-02-03,0.67,0.77,0.91,1.05,1.19,1.44,1.71,2.19
2016-02-04,0.69,0.80,0.94,1.09,1.23,1.49,1.78,2.27
2016-02-05,0.71,0.82,0.97,1.11,1.25,1.51,1.79,2.28
2016-02-08,0.69,0.77,0.88,1.01,1.14,1.38,1.66,2.15
2016-02-09,0.68,0.74,0.85,0.98,1.11,1.35,1.63,2.11
2016-02-10,0.69,0.77,0.88,1.00,1.13,1.35,1.62,2.09
2016-02-12,0.67,0.74,0.85,0.97,1.10,1.31,1.56,2.04
2016-02-16,0.69,0.77,0.88,1.01,1.13,1.36,1.62,2.12
2016-02-17,0.71,0.81,0.94,1.07,1.20,1.43,1.69,2.20
2016-02-18,0.71,0.80,0.92,1.05,1.17,1.40,1.66,2.16
2016-02-22,0.72,0.81,0.92,1.03,1.15,1.36,1.61,2.11
2016-02-23,0.72,0.80,0.90,1.02,1.14,1.35,1.60,2.11
2016-02-24,0.71,0.77,0.86,0.96,1.07,1.28,1.52,2.03
2016-02-25,0.71,0.77,0.86,0.97,1.08,1.29,1.54,2.04
2016-02-26,0.75,0.84,0.94,1.05,1.16,1.36,1.60,2.10
2016-02-29,0.75,0.85,0.95,1.05,1.15,1.34,1.57,2.06
2016-03-01,0.75,0.87,0.97,1.08,1.20,1.40,1.63,2.14
2016-03-02,0.78,0.91,1.03,1.15,1.26,1.47,1.70,2.17
2016-03-03,0.77,0.90,1.03,1.15,1.27,1.47,1.70,2.16
2016-03-04,0.78,0.93,1.06,1.19,1.30,1.51,1.74,2.20
2016-03-07,0.80,0.95,1.08,1.21,1.33,1.53,1.76,2.20
2016-03-08,0.78,0.91,1.03,1.14,1.24,1.44,1.65,2.09
2016-03-09,0.80,0.94,1.06,1.17,1.28,1.48,1.70,2.15
2016-03-10,0.82,0.99,1.13,1.26,1.37,1.56,1.78,2.20
2016-03-11,0.83,1.01,1.16,1.29,1.40,1.59,1.81,2.23
2016-03-14,0.83,1.01,1.16,1.28,1.39,1.58,1.80,2.23
2016-03-15,0.85,1.03,1.17,1.30,1.40,1.59,1.80,2.22
2016-03-16,0.87,1.06,1.22,1.34,1.45,1.63,1.84,2.24
2016-03-17,0.78,0.94,1.08,1.20,1.31,1.51,1.74,2.18
2016-03-18,0.78,0.92,1.04,1.16,1.27,1.48,1.71,2.16
2016-03-21,0.79,0.94,1.07,1.19,1.30,1.51,1.74,2.20
2016-03-22,0.80,0.96,1.09,1.20,1.31,1.52,1.74,2.19
2016-03-23,0.82,0.98,1.12,1.24,1.34,1.54,1.77,2.20
2016-03-24,0.82,0.98,1.11,1.23,1.33,1.53,1.75,2.16
2016-03-28,0.81,0.96,1.09,1.21,1.32,1.52,1.74,2.17
2016-03-29,0.80,0.94,1.07,1.19,1.30,1.50,1.72,2.17
2016-03-30,0.76,0.89,1.01,1.14,1.25,1.47,1.71,2.19
2016-03-31,0.75,0.86,0.98,1.10,1.21,1.42,1.67,2.15
2016-04-01,0.77,0.89,1.00,1.11,1.22,1.43,1.67,2.16
2016-04-04,0.76,0.88,0.99,1.09,1.20,1.41,1.65,2.14
2016-04-05,0.74,0.85,0.94,1.05,1.15,1.36,1.60,2.08
2016-04-06,0.74,0.85,0.95,1.06,1.16,1.38,1.62,2.11
2016-04-07,0.74,0.83,0.93,1.03,1.13,1.34,1.58,2.07
2016-04-08,0.75,0.85,0.95,1.05,1.15,1.36,1.60,2.10
2016-04-11,0.74,0.85,0.94,1.04,1.15,1.36,1.61,2.11
2016-04-12,0.75,0.86,0.96,1.07,1.17,1.38,1.63,2.13
2016-04-13,0.76,0.88,0.99,1.09,1.20,1.40,1.65,2.14
2016-04-14,0.76,0.88,0.98,1.09,1.20,1.40,1.65,2.13
2016-04-15,0.76,0.86,0.96,1.06,1.17,1.37,1.61,2.09
2016-04-18,0.75,0.86,0.97,1.07,1.18,1.38,1.62,2.12
2016-04-19,0.77,0.90,1.01,1.12,1.22,1.43,1.67,2.16
2016-04-20,0.77,0.90,1.00,1.11,1.21,1.40,1.63,2.12
2016-04-21,0.81,0.95,1.08,1.20,1.31,1.51,1.75,2.24
2016-04-22,0.81,0.95,1.08,1.20,1.31,1.52,1.75,2.24
2016-04-25,0.81,0.95,1.08,1.20,1.31,1.52,1.75,2.25
2016-04-26,0.81,0.97,1.11,1.23,1.34,1.55,1.79,2.28
2016-04-27,0.81,0.97,1.09,1.21,1.32,1.53,1.76,2.25
2016-04-28,0.80,0.95,1.07,1.19,1.30,1.50,1.74,2.24
2016-04-29,0.78,0.92,1.05,1.17,1.28,1.48,1.72,2.23
2016-05-02,0.79,0.94,1.06,1.18,1.29,1.50,1.74,2.24
2016-05-03,0.77,0.89,1.01,1.12,1.22,1.43,1.68,2.19
2016-05-04,0.77,0.90,1.01,1.12,1.23,1.43,1.67,2.18
2016-05-05,0.76,0.88,0.99,1.10,1.20,1.40,1.64,2.15
2016-05-06,0.74,0.85,0.95,1.05,1.16,1.36,1.60,2.13
2016-05-09,0.74,0.85,0.95,1.05,1.15,1.35,1.60,2.12
2016-05-10,0.75,0.86,0.96,1.06,1.17,1.37,1.61,2.12
2016-05-11,0.75,0.87,0.97,1.07,1.16,1.36,1.60,2.11
2016-05-12,0.76,0.88,0.98,1.08,1.18,1.37,1.61,2.12
2016-05-13,0.77,0.90,1.01,1.11,1.20,1.38,1.60,2.10
2016-05-16,0.77,0.91,1.01,1.11,1.21,1.39,1.61,2.11
2016-05-17,0.79,0.92,1.03,1.12,1.21,1.39,1.61,2.10
2016-05-18,0.82,0.97,1.09,1.19,1.29,1.47,1.68,2.16
2016-05-19,0.86,1.02,1.14,1.24,1.33,1.50,1.70,2.15
2016-05-20,0.87,1.03,1.15,1.25,1.34,1.51,1.71,2.16
2016-05-23,0.88,1.04,1.16,1.26,1.35,1.51,1.71,2.16
2016-05-24,0.89,1.06,1.18,1.28,1.37,1.53,1.73,2.18
2016-05-25,0.88,1.05,1.18,1.28,1.37,1.52,1.72,2.16
2016-05-26,0.86,1.02,1.15,1.25,1.34,1.50,1.70,2.16
2016-05-27,0.86,1.02,1.14,1.24,1.33,1.49,1.70,2.16
2016-05-31,0.88,1.05,1.18,1.28,1.36,1.52,1.72,2.17
2016-06-01,0.88,1.04,1.16,1.26,1.34,1.50,1.69,2.13
2016-06-02,0.88,1.03,1.15,1.24,1.32,1.48,1.67,2.11
2016-06-03,0.81,0.94,1.04,1.13,1.21,1.38,1.59,2.06
2016-06-06,0.82,0.95,1.05,1.15,1.24,1.40,1.61,2.07
2016-06-07,0.80,0.92,1.02,1.11,1.20,1.37,1.58,2.05
2016-06-08,0.80,0.92,1.02,1.11,1.20,1.37,1.58,2.04
2016-06-09,0.79,0.90,1.00,1.09,1.17,1.34,1.54,1.99
2016-06-10,0.78,0.89,0.97,1.06,1.14,1.31,1.51,1.97
2016-06-13,0.77,0.87,0.96,1.04,1.12,1.29,1.50,1.97
2016-06-14,0.77,0.87,0.94,1.02,1.10,1.26,1.47,1.92
2016-06-15,0.78,0.87,0.95,1.02,1.10,1.27,1.47,1.93
2016-06-16,0.73,0.82,0.89,0.97,1.04,1.21,1.41,1.88
2016-06-17,0.75,0.85,0.94,1.02,1.11,1.28,1.49,1.94
2016-06-20,0.77,0.88,0.97,1.06,1.15,1.33,1.55,2.00
2016-06-21,0.77,0.88,0.98,1.07,1.16,1.34,1.56,2.01
2016-06-22,0.78,0.89,0.99,1.09,1.19,1.37,1.59,2.04
2016-06-23,0.78,0.91,1.01,1.11,1.20,1.38,1.60,2.06
2016-06-27,0.65,0.71,0.79,0.87,0.96,1.13,1.35,1.82
2016-06-28,0.67,0.74,0.81,0.89,0.98,1.14,1.34,1.80
2016-06-29,0.68,0.75,0.82,0.90,0.98,1.14,1.35,1.79
2016-06-30,0.69,0.75,0.83,0.91,1.00,1.16,1.37,1.82
2016-07-01,0.69,0.76,0.83,0.91,1.00,1.16,1.37,1.83
2016-07-05,0.69,0.74,0.79,0.86,0.94,1.10,1.29,1.73
2016-07-06,0.69,0.74,0.80,0.87,0.95,1.10,1.30,1.74
2016-07-07,0.71,0.77,0.83,0.90,0.97,1.12,1.31,1.74
2016-07-08,0.73,0.80,0.85,0.91,0.97,1.10,1.28,1.70
2016-07-11,0.74,0.82,0.88,0.93,1.00,1.13,1.31,1.72
2016-07-12,0.76,0.84,0.91,0.98,1.04,1.19,1.37,1.79
2016-07-13,0.76,0.83,0.89,0.95,1.02,1.15,1.33,1.74
2016-07-14,0.77,0.85,0.92,0.99,1.06,1.20,1.38,1.79
2016-07-15,0.81,0.91,0.99,1.06,1.13,1.28,1.45,1.85
2016-07-18,0.81,0.89,0.97,1.04,1.11,1.26,1.44,1.84
2016-07-19,0.81,0.90,0.97,1.03,1.10,1.25,1.43,1.83
2016-07-20,0.84,0.94,1.01,1.08,1.15,1.29,1.46,1.85
2016-07-21,0.86,0.96,1.03,1.10,1.17,1.32,1.50,1.90
2016-07-22,0.87,0.96,1.03,1.10,1.17,1.30,1.47,1.86
2016-07-25,0.89,0.98,1.06,1.12,1.18,1.31,1.48,1.84
2016-07-26,0.89,0.98,1.05,1.12,1.19,1.31,1.48,1.85
2016-07-27,0.88,0.96,1.03,1.09,1.15,1.28,1.44,1.82
2016-07-28,0.87,0.95,1.00,1.06,1.12,1.25,1.41,1.79
2016-07-29,0.83,0.89,0.95,1.01,1.07,1.20,1.37,1.77
2016-08-01,0.84,0.90,0.96,1.01,1.08,1.21,1.39,1.78
2016-08-02,0.86,0.92,0.98,1.04,1.11,1.25,1.43,1.83
2016-08-03,0.88,0.94,1.00,1.06,1.13,1.28,1.45,1.84
2016-08-04,0.87,0.91,0.96,1.01,1.07,1.21,1.38,1.77
2016-08-05,0.91,0.99,1.04,1.10,1.17,1.30,1.46,1.83
2016-08-08,0.93,1.00,1.06,1.12,1.18,1.31,1.47,1.83
2016-08-09,0.95,1.02,1.07,1.12,1.18,1.30,1.45,1.79
2016-08-10,0.91,0.97,1.02,1.08,1.14,1.26,1.42,1.78
2016-08-11,0.90,0.96,1.02,1.07,1.14,1.26,1.42,1.77
2016-08-12,0.89,0.94,0.99,1.04,1.09,1.21,1.37,1.71
2016-08-15,0.88,0.95,1.01,1.07,1.13,1.26,1.42,1.76
2016-08-16,0.90,0.98,1.04,1.10,1.17,1.29,1.44,1.78
2016-08-17,0.92,1.00,1.06,1.12,1.17,1.29,1.44,1.76
2016-08-18,0.90,0.97,1.03,1.09,1.15,1.27,1.43,1.75
2016-08-19,0.92,1.00,1.06,1.12,1.18,1.30,1.45,1.77
2016-08-22,0.93,1.00,1.05,1.11,1.16,1.27,1.41,1.72
2016-08-23,0.93,0.99,1.04,1.09,1.14,1.25,1.38,1.67
2016-08-24,0.92,0.99,1.05,1.10,1.15,1.27,1.41,1.69
2016-08-25,0.93,1.00,1.05,1.11,1.16,1.27,1.41,1.69
2016-08-29,0.96,1.05,1.11,1.17,1.22,1.32,1.44,1.69
2016-08-30,0.96,1.04,1.10,1.15,1.20,1.30,1.43,1.68
2016-08-31,0.96,1.04,1.09,1.15,1.19,1.30,1.43,1.70
2016-09-01,0.95,1.03,1.09,1.15,1.20,1.31,1.44,1.71
2016-09-02,0.96,1.05,1.11,1.18,1.23,1.35,1.48,1.75
2016-09-06,0.94,1.00,1.05,1.10,1.16,1.27,1.42,1.71
2016-09-07,0.93,0.98,1.03,1.08,1.13,1.25,1.39,1.70
2016-09-08,0.94,1.00,1.05,1.11,1.16,1.28,1.42,1.74
2016-09-09,0.97,1.05,1.11,1.17,1.23,1.36,1.51,1.85
2016-09-12,0.97,1.04,1.11,1.17,1.24,1.37,1.53,1.86
2016-09-13,0.95,1.02,1.08,1.14,1.21,1.35,1.51,1.85
2016-09-14,0.95,1.02,1.08,1.15,1.22,1.36,1.54,1.89
2016-09-15,0.94,1.00,1.06,1.13,1.20,1.35,1.53,1.90
2016-09-16,0.94,1.01,1.08,1.14,1.21,1.35,1.52,1.88
2016-09-19,0.95,1.03,1.09,1.16,1.23,1.36,1.53,1.89
2016-09-20,0.96,1.03,1.09,1.15,1.21,1.34,1.51,1.85
2016-09-21,0.98,1.06,1.13,1.19,1.26,1.39,1.55,1.90
2016-09-22,0.96,1.03,1.08,1.14,1.20,1.31,1.47,1.79
2016-09-23,0.96,1.03,1.08,1.14,1.19,1.31,1.47,1.80
2016-09-26,0.94,1.00,1.06,1.11,1.16,1.28,1.44,1.78
2016-09-27,0.94,1.00,1.05,1.10,1.15,1.26,1.41,1.74
2016-09-28,0.93,0.99,1.04,1.09,1.14,1.26,1.41,1.73
2016-09-29,0.94,1.01,1.06,1.12,1.17,1.29,1.44,1.76
2016-09-30,0.94,1.00,1.05,1.11,1.16,1.28,1.44,1.77
2016-10-03,0.96,1.03,1.09,1.15,1.20,1.32,1.47,1.79
2016-10-04,0.97,1.05,1.11,1.17,1.22,1.35,1.50,1.83
2016-10-05,0.99,1.08,1.14,1.21,1.28,1.41,1.57,1.91
2016-10-06,0.99,1.08,1.15,1.21,1.28,1.41,1.58,1.91
2016-10-07,1.00,1.09,1.16,1.23,1.29,1.42,1.58,1.92
2016-10-11,1.01,1.11,1.18,1.25,1.31,1.44,1.60,1.94
2016-10-12,1.01,1.10,1.18,1.25,1.33,1.46,1.63,1.97
2016-10-13,0.99,1.07,1.14,1.21,1.28,1.41,1.58,1.92
2016-10-14,0.98,1.06,1.13,1.21,1.28,1.42,1.60,1.96
2016-10-17,0.97,1.05,1.13,1.20,1.28,1.43,1.61,1.97
2016-10-18,0.96,1.04,1.11,1.19,1.26,1.41,1.59,1.95
2016-10-19,0.96,1.03,1.10,1.18,1.25,1.40,1.58,1.95
2016-10-20,0.98,1.05,1.12,1.19,1.26,1.40,1.58,1.93
2016-10-21,0.99,1.06,1.13,1.20,1.27,1.41,1.58,1.93
2016-10-24,0.99,1.08,1.15,1.22,1.30,1.43,1.61,1.96
2016-10-25,1.00,1.08,1.15,1.22,1.29,1.42,1.59,1.93
2016-10-26,1.01,1.10,1.18,1.25,1.33,1.47,1.64,1.98
2016-10-27,1.00,1.11,1.20,1.29,1.38,1.53,1.71,2.07
2016-10-28,1.00,1.10,1.19,1.28,1.36,1.52,1.71,2.07