Effective Date,Rate Type,30-Day Average SOFR,90-Day Average SOFR,180-Day Average SOFR,SOFR Index
01/10/2022,SOFRAI,0.04967,0.04911,0.04956,1.04239532
01/07/2022,SOFRAI,0.04967,0.04911,0.04956,1.04239098
01/06/2022,SOFRAI,0.04967,0.04911,0.04956,1.04238953
01/05/2022,SOFRAI,0.04967,0.04911,0.04956,1.04238808
01/04/2022,SOFRAI,0.04967,0.04911,0.04956,1.04238663
01/03/2022,SOFRAI,0.04967,0.04911,0.04956,1.04238518
12/31/2021,SOFRAI,0.04967,0.04911,0.04956,1.04238084
12/30/2021,SOFRAI,0.04967,0.04911,0.04956,1.04237939
12/29/2021,SOFRAI,0.04967,0.04911,0.04956,1.04237795
12/28/2021,SOFRAI,0.04967,0.04911,0.04956,1.0423765
12/27/2021,SOFRAI,0.04967,0.04911,0.04956,1.04237505
12/23/2021,SOFRAI,0.04967,0.04911,0.04956,1.04236926
12/22/2021,SOFRAI,0.04967,0.04911,0.04956,1.04236781
12/21/2021,SOFRAI,0.04967,0.04911,0.04956,1.04236636
12/20/2021,SOFRAI,0.05,0.04923,0.04962,1.04236521
12/17/2021,SOFRAI,0.05,0.04923,0.04962,1.04236086
12/16/2021,SOFRAI,0.05,0.04923,0.04962,1.04235941
12/15/2021,SOFRAI,0.05,0.04923,0.04962,1.04235797
12/14/2021,SOFRAI,0.05,0.04923,0.04962,1.04235652
12/13/2021,SOFRAI,0.05,0.04923,0.04939,1.04235507
12/10/2021,SOFRAI,0.05,0.04923,0.04873,1.04235073
12/09/2021,SOFRAI,0.05,0.04923,0.04851,1.04234928
12/08/2021,SOFRAI,0.05,0.04923,0.04828,1.04234783
12/07/2021,SOFRAI,0.05,0.04923,0.04806,1.04234639
12/06/2021,SOFRAI,0.05,0.04923,0.04784,1.04234494
12/03/2021,SOFRAI,0.05,0.04923,0.04717,1.04234059
12/02/2021,SOFRAI,0.05,0.04923,0.04695,1.04233915
12/01/2021,SOFRAI,0.05,0.04923,0.04673,1.0423377
11/30/2021,SOFRAI,0.05,0.04923,0.04651,1.04233625
11/29/2021,SOFRAI,0.05,0.04923,0.04628,1.0423348
11/26/2021,SOFRAI,0.05,0.04923,0.04562,1.04233046
11/24/2021,SOFRAI,0.04967,0.04923,0.04517,1.04232757
11/23/2021,SOFRAI,0.04967,0.04923,0.04495,1.04232612
11/22/2021,SOFRAI,0.04967,0.04923,0.04473,1.04232467
11/19/2021,SOFRAI,0.04833,0.04923,0.04406,1.04232033
11/18/2021,SOFRAI,0.04767,0.04923,0.04384,1.04231888
11/17/2021,SOFRAI,0.04767,0.04923,0.04362,1.04231743
11/16/2021,SOFRAI,0.04767,0.04923,0.04339,1.04231598
11/15/2021,SOFRAI,0.04767,0.04923,0.04317,1.04231454
11/12/2021,SOFRAI,0.04767,0.04923,0.0425,1.04231019
11/10/2021,SOFRAI,0.04767,0.04923,0.04206,1.0423073
11/09/2021,SOFRAI,0.04767,0.04923,0.04184,1.04230585
11/08/2021,SOFRAI,0.04767,0.04923,0.04162,1.0423044
11/05/2021,SOFRAI,0.04767,0.04923,0.04095,1.04230006
11/04/2021,SOFRAI,0.04767,0.04923,0.04073,1.04229861
11/03/2021,SOFRAI,0.04767,0.04923,0.0405,1.04229716
11/02/2021,SOFRAI,0.04767,0.04923,0.04028,1.04229572
11/01/2021,SOFRAI,0.04767,0.04923,0.04006,1.04229427
10/29/2021,SOFRAI,0.04767,0.04923,0.03939,1.04228993
10/28/2021,SOFRAI,0.04767,0.04923,0.03917,1.04228848
10/27/2021,SOFRAI,0.04767,0.04923,0.03895,1.04228703
10/26/2021,SOFRAI,0.04767,0.04923,0.03873,1.04228558
10/25/2021,SOFRAI,0.048,0.04934,0.03856,1.04228443
10/22/2021,SOFRAI,0.048,0.04934,0.03789,1.04228008
10/21/2021,SOFRAI,0.04867,0.04956,0.03778,1.04227921
10/20/2021,SOFRAI,0.04933,0.04978,0.03767,1.04227835
10/19/2021,SOFRAI,0.05,0.05,0.03756,1.04227748
10/18/2021,SOFRAI,0.05,0.05,0.03734,1.04227603
10/15/2021,SOFRAI,0.05,0.05,0.03667,1.04227169
10/14/2021,SOFRAI,0.05,0.05,0.03645,1.04227024
10/13/2021,SOFRAI,0.05,0.05,0.03623,1.04226879
10/12/2021,SOFRAI,0.05,0.05,0.036,1.04226734
10/08/2021,SOFRAI,0.05,0.05,0.03511,1.04226155
10/07/2021,SOFRAI,0.05,0.05,0.03489,1.04226011
10/06/2021,SOFRAI,0.05,0.05,0.03467,1.04225866
10/05/2021,SOFRAI,0.05,0.05,0.03445,1.04225721
10/04/2021,SOFRAI,0.05,0.05,0.03423,1.04225576
10/01/2021,SOFRAI,0.05,0.05,0.03356,1.04225142
09/30/2021,SOFRAI,0.05,0.05,0.03334,1.04224997
09/29/2021,SOFRAI,0.05,0.05,0.03311,1.04224853
09/28/2021,SOFRAI,0.05,0.05,0.03289,1.04224708
09/27/2021,SOFRAI,0.05,0.05,0.03267,1.04224563
09/24/2021,SOFRAI,0.05,0.05,0.032,1.04224129
09/23/2021,SOFRAI,0.05,0.05,0.03178,1.04223984
09/22/2021,SOFRAI,0.05,0.05,0.03156,1.04223839
09/21/2021,SOFRAI,0.05,0.05,0.03134,1.04223694
09/20/2021,SOFRAI,0.05,0.05,0.03111,1.0422355
09/17/2021,SOFRAI,0.05,0.05,0.03045,1.04223115
09/16/2021,SOFRAI,0.05,0.05,0.03022,1.04222971
09/15/2021,SOFRAI,0.05,0.05,0.03,1.04222826
09/14/2021,SOFRAI,0.05,0.04956,0.02978,1.04222681
09/13/2021,SOFRAI,0.05,0.04911,0.02956,1.04222536
09/10/2021,SOFRAI,0.05,0.04778,0.02889,1.04222102
09/09/2021,SOFRAI,0.05,0.04734,0.02867,1.04221957
09/08/2021,SOFRAI,0.05,0.04689,0.02845,1.04221813
09/07/2021,SOFRAI,0.05,0.04645,0.02822,1.04221668
09/03/2021,SOFRAI,0.05,0.04467,0.02756,1.04221089
09/02/2021,SOFRAI,0.05,0.04422,0.02739,1.04220944
09/01/2021,SOFRAI,0.05,0.04378,0.02722,1.04220799
08/31/2021,SOFRAI,0.05,0.04334,0.02706,1.04220655
08/30/2021,SOFRAI,0.05,0.04289,0.027,1.0422051
08/27/2021,SOFRAI,0.05,0.04156,0.02656,1.04220076
08/26/2021,SOFRAI,0.05,0.04111,0.02634,1.04219931
08/25/2021,SOFRAI,0.05,0.04067,0.02611,1.04219786
08/24/2021,SOFRAI,0.05,0.04022,0.026,1.04219641
08/23/2021,SOFRAI,0.05,0.03978,0.02583,1.04219497
08/20/2021,SOFRAI,0.05,0.03845,0.02533,1.04219062
08/19/2021,SOFRAI,0.05,0.038,0.02517,1.04218918
08/18/2021,SOFRAI,0.05,0.03756,0.025,1.04218773
08/17/2021,SOFRAI,0.05,0.03711,0.02489,1.04218628
08/16/2021,SOFRAI,0.05,0.03667,0.02495,1.04218483
08/13/2021,SOFRAI,0.05,0.03533,0.025,1.04218049
08/12/2021,SOFRAI,0.05,0.03489,0.025,1.04217904
08/11/2021,SOFRAI,0.05,0.03445,0.025,1.0421776
08/10/2021,SOFRAI,0.05,0.034,0.02506,1.04217615
08/09/2021,SOFRAI,0.05,0.03356,0.02511,1.0421747
08/06/2021,SOFRAI,0.05,0.03222,0.02478,1.04217036
08/05/2021,SOFRAI,0.05,0.03178,0.02461,1.04216891
08/04/2021,SOFRAI,0.05,0.03133,0.02445,1.04216746
08/03/2021,SOFRAI,0.05,0.03089,0.02445,1.04216602
08/02/2021,SOFRAI,0.05,0.03045,0.02456,1.04216457
07/30/2021,SOFRAI,0.05,0.02911,0.02483,1.04216023
07/29/2021,SOFRAI,0.05,0.02867,0.02489,1.04215878
07/28/2021,SOFRAI,0.05,0.02822,0.02495,1.04215733
07/27/2021,SOFRAI,0.05,0.02778,0.02489,1.04215589
07/26/2021,SOFRAI,0.05,0.02733,0.02478,1.04215444
07/23/2021,SOFRAI,0.05,0.026,0.02472,1.0421501
07/22/2021,SOFRAI,0.05,0.02556,0.02472,1.04214865
07/21/2021,SOFRAI,0.05,0.02511,0.02472,1.0421472
07/20/2021,SOFRAI,0.05,0.02467,0.02467,1.04214575
07/19/2021,SOFRAI,0.05,0.02422,0.02472,1.04214431
07/16/2021,SOFRAI,0.04867,0.02289,0.02517,1.04213996
07/15/2021,SOFRAI,0.04733,0.02245,0.02533,1.04213852
07/14/2021,SOFRAI,0.046,0.022,0.0255,1.04213707
07/13/2021,SOFRAI,0.04467,0.02156,0.02567,1.04213562
07/12/2021,SOFRAI,0.04333,0.02111,0.02583,1.04213417
07/09/2021,SOFRAI,0.03933,0.01978,0.02645,1.04212983
07/08/2021,SOFRAI,0.038,0.01933,0.02667,1.04212838
07/07/2021,SOFRAI,0.03667,0.01889,0.02689,1.04212694
07/06/2021,SOFRAI,0.03533,0.01844,0.02717,1.04212549
07/02/2021,SOFRAI,0.03,0.01667,0.02817,1.0421197
07/01/2021,SOFRAI,0.02867,0.01622,0.02828,1.04211825
06/30/2021,SOFRAI,0.02733,0.01578,0.02839,1.0421168
06/29/2021,SOFRAI,0.026,0.01533,0.0285,1.04211536
06/28/2021,SOFRAI,0.02467,0.01489,0.02872,1.04211391
06/25/2021,SOFRAI,0.02067,0.01356,0.02939,1.04210957
06/24/2021,SOFRAI,0.01933,0.01311,0.02956,1.04210812
06/23/2021,SOFRAI,0.018,0.01267,0.02972,1.04210667
06/22/2021,SOFRAI,0.01667,0.01222,0.02989,1.04210523
06/21/2021,SOFRAI,0.01533,0.01178,0.02995,1.04210378
06/18/2021,SOFRAI,0.01133,0.01044,0.0305,1.04209944
06/17/2021,SOFRAI,0.01,0.01,0.03072,1.04209799
06/16/2021,SOFRAI,0.01,0.01,0.03117,1.0420977
06/15/2021,SOFRAI,0.01,0.01,0.03161,1.04209741
06/14/2021,SOFRAI,0.01,0.01,0.03206,1.04209712
06/11/2021,SOFRAI,0.01,0.01,0.03328,1.04209625
06/10/2021,SOFRAI,0.01,0.01,0.03367,1.04209596
06/09/2021,SOFRAI,0.01,0.01,0.03406,1.04209567
06/08/2021,SOFRAI,0.01,0.01011,0.03445,1.04209538
06/07/2021,SOFRAI,0.01,0.01022,0.03484,1.04209509
06/04/2021,SOFRAI,0.01,0.01056,0.036,1.04209423
06/03/2021,SOFRAI,0.01,0.01067,0.03645,1.04209394
06/02/2021,SOFRAI,0.01,0.01078,0.03689,1.04209365
06/01/2021,SOFRAI,0.01,0.01111,0.03728,1.04209336
05/28/2021,SOFRAI,0.01,0.01156,0.03889,1.0420922
05/27/2021,SOFRAI,0.01,0.01156,0.03928,1.04209191
05/26/2021,SOFRAI,0.01,0.01178,0.03967,1.04209162
05/25/2021,SOFRAI,0.01,0.01189,0.04006,1.04209133
05/24/2021,SOFRAI,0.01,0.01189,0.04045,1.04209104
05/21/2021,SOFRAI,0.01,0.01233,0.04123,1.04209017
05/20/2021,SOFRAI,0.01,0.01244,0.04145,1.04208988
05/19/2021,SOFRAI,0.01,0.01267,0.04167,1.04208959
05/18/2021,SOFRAI,0.01,0.01322,0.04195,1.04208931
05/17/2021,SOFRAI,0.01,0.01378,0.04228,1.04208902
05/14/2021,SOFRAI,0.01,0.01511,0.04367,1.04208815
05/13/2021,SOFRAI,0.01,0.01556,0.04412,1.04208786
05/12/2021,SOFRAI,0.01,0.01611,0.04456,1.04208757
05/11/2021,SOFRAI,0.01,0.01667,0.045,1.04208728
05/10/2021,SOFRAI,0.01,0.01711,0.04551,1.04208699
05/07/2021,SOFRAI,0.01,0.01744,0.04701,1.04208612
05/06/2021,SOFRAI,0.01,0.01756,0.04751,1.04208583
05/05/2021,SOFRAI,0.01,0.018,0.04801,1.04208554
05/04/2021,SOFRAI,0.01,0.01867,0.04856,1.04208525
05/03/2021,SOFRAI,0.01,0.01933,0.04906,1.04208496
04/30/2021,SOFRAI,0.01,0.02111,0.05056,1.04208409
04/29/2021,SOFRAI,0.01,0.02167,0.05101,1.04208381
04/28/2021,SOFRAI,0.01,0.022,0.05145,1.04208352
04/27/2021,SOFRAI,0.01,0.02222,0.0519,1.04208323
04/26/2021,SOFRAI,0.01,0.02245,0.05228,1.04208294
04/23/2021,SOFRAI,0.01,0.02389,0.05356,1.04208207
04/22/2021,SOFRAI,0.01,0.02433,0.05395,1.04208178
04/21/2021,SOFRAI,0.01,0.02467,0.05434,1.04208149
04/20/2021,SOFRAI,0.01,0.02522,0.05467,1.0420812
04/19/2021,SOFRAI,0.01,0.02589,0.05501,1.04208091
04/16/2021,SOFRAI,0.01,0.02822,0.05629,1.04208004
04/15/2021,SOFRAI,0.01,0.029,0.05673,1.04207975
04/14/2021,SOFRAI,0.01,0.02978,0.05717,1.04207946
04/13/2021,SOFRAI,0.01,0.03056,0.05767,1.04207917
04/12/2021,SOFRAI,0.01,0.03133,0.05812,1.04207888
04/09/2021,SOFRAI,0.01033,0.034,0.05945,1.04207802
04/08/2021,SOFRAI,0.01067,0.03489,0.0599,1.04207773
04/07/2021,SOFRAI,0.011,0.03589,0.06034,1.04207744
04/06/2021,SOFRAI,0.01133,0.03689,0.06073,1.04207715
04/05/2021,SOFRAI,0.01167,0.038,0.06118,1.04207686
04/01/2021,SOFRAI,0.01433,0.041,0.06312,1.0420757
03/31/2021,SOFRAI,0.01467,0.04167,0.06362,1.04207541
03/30/2021,SOFRAI,0.01467,0.04256,0.06401,1.04207512
03/29/2021,SOFRAI,0.01467,0.04356,0.0644,1.04207483
03/26/2021,SOFRAI,0.01567,0.046,0.06551,1.04207396
03/25/2021,SOFRAI,0.01567,0.04678,0.0659,1.04207367
03/24/2021,SOFRAI,0.01633,0.04756,0.06629,1.04207338
03/23/2021,SOFRAI,0.01667,0.04811,0.06662,1.04207309
03/22/2021,SOFRAI,0.017,0.04878,0.0669,1.04207281
03/19/2021,SOFRAI,0.01967,0.05145,0.06807,1.04207194
03/18/2021,SOFRAI,0.02133,0.05234,0.06851,1.04207165
03/17/2021,SOFRAI,0.02267,0.05323,0.06896,1.04207136
03/16/2021,SOFRAI,0.024,0.05411,0.06946,1.04207107
03/15/2021,SOFRAI,0.02533,0.055,0.06996,1.04207078
03/12/2021,SOFRAI,0.03,0.05734,0.07135,1.04206991
03/11/2021,SOFRAI,0.03133,0.05812,0.07179,1.04206962
03/10/2021,SOFRAI,0.03133,0.05878,0.07218,1.04206904
03/09/2021,SOFRAI,0.03133,0.05945,0.07257,1.04206846
03/08/2021,SOFRAI,0.03133,0.06,0.07296,1.04206788
03/05/2021,SOFRAI,0.034,0.06223,0.07412,1.04206615
03/04/2021,SOFRAI,0.03567,0.063,0.07451,1.04206557
03/03/2021,SOFRAI,0.03667,0.06345,0.07479,1.04206441
03/02/2021,SOFRAI,0.03733,0.06389,0.07513,1.04206325
03/01/2021,SOFRAI,0.03867,0.06456,0.07551,1.04206267
02/26/2021,SOFRAI,0.042,0.06701,0.07674,1.04206181
02/25/2021,SOFRAI,0.042,0.06756,0.07696,1.04206094
02/24/2021,SOFRAI,0.04333,0.06823,0.07724,1.04206036
02/23/2021,SOFRAI,0.04467,0.06901,0.07757,1.04206007
02/22/2021,SOFRAI,0.04533,0.06945,0.07779,1.0420592
02/19/2021,SOFRAI,0.04833,0.07045,0.07874,1.04205746
02/18/2021,SOFRAI,0.04967,0.07067,0.07896,1.0420566
02/17/2021,SOFRAI,0.05033,0.07067,0.07902,1.04205486
02/16/2021,SOFRAI,0.051,0.07078,0.07907,1.04205312
02/12/2021,SOFRAI,0.055,0.07267,0.08002,1.04204733
02/11/2021,SOFRAI,0.05567,0.07301,0.08018,1.0420456
02/10/2021,SOFRAI,0.05667,0.07334,0.08035,1.04204386
02/09/2021,SOFRAI,0.058,0.0739,0.08057,1.04204241
02/08/2021,SOFRAI,0.06033,0.07478,0.08096,1.04204183
02/05/2021,SOFRAI,0.068,0.07745,0.08218,1.0420401
02/04/2021,SOFRAI,0.07,0.07801,0.08241,1.04203865
02/03/2021,SOFRAI,0.071,0.07845,0.08252,1.04203662
02/02/2021,SOFRAI,0.071,0.07879,0.08263,1.0420346
02/01/2021,SOFRAI,0.071,0.07912,0.08274,1.04203257
01/29/2021,SOFRAI,0.07267,0.08034,0.08335,1.04202736
01/28/2021,SOFRAI,0.07467,0.0809,0.08368,1.0420262
01/27/2021,SOFRAI,0.07667,0.08156,0.08407,1.04202533
01/26/2021,SOFRAI,0.07834,0.08212,0.08446,1.04202447
01/25/2021,SOFRAI,0.079,0.08245,0.08463,1.04202273
01/22/2021,SOFRAI,0.08134,0.08356,0.08546,1.04201839
01/21/2021,SOFRAI,0.08234,0.08401,0.0858,1.04201723
01/20/2021,SOFRAI,0.08334,0.08412,0.08602,1.04201549
01/19/2021,SOFRAI,0.084,0.08412,0.08619,1.04201347
01/15/2021,SOFRAI,0.08534,0.08445,0.08691,1.0420042
01/14/2021,SOFRAI,0.08567,0.08456,0.08713,1.04200189
01/13/2021,SOFRAI,0.08567,0.08479,0.08735,1.04199957
01/12/2021,SOFRAI,0.08567,0.0849,0.08757,1.04199726
01/11/2021,SOFRAI,0.08534,0.0849,0.0878,1.04199465
01/08/2021,SOFRAI,0.08434,0.0849,0.08802,1.04198684
01/07/2021,SOFRAI,0.08334,0.08479,0.08802,1.04198394
01/06/2021,SOFRAI,0.08267,0.08456,0.08802,1.04198105
01/05/2021,SOFRAI,0.082,0.08434,0.08796,1.04197787
01/04/2021,SOFRAI,0.08167,0.08434,0.08796,1.04197497
12/31/2020,SOFRAI,0.08334,0.08556,0.08874,1.04196687
12/30/2020,SOFRAI,0.08334,0.08545,0.08885,1.04196426
12/29/2020,SOFRAI,0.08267,0.08523,0.08891,1.04196137
12/28/2020,SOFRAI,0.08234,0.08501,0.08902,1.04195876
12/24/2020,SOFRAI,0.082,0.08501,0.08913,1.0419495
12/23/2020,SOFRAI,0.08167,0.08512,0.08924,1.04194776
12/22/2020,SOFRAI,0.081,0.08501,0.08935,1.04194574
12/21/2020,SOFRAI,0.07967,0.08479,0.0893,1.04194313
12/18/2020,SOFRAI,0.07667,0.08468,0.08913,1.04193532
12/17/2020,SOFRAI,0.07667,0.08468,0.08913,1.04193271
12/16/2020,SOFRAI,0.077,0.08479,0.08913,1.04193011
12/15/2020,SOFRAI,0.077,0.0849,0.08913,1.0419275
12/14/2020,SOFRAI,0.07734,0.08512,0.08919,1.04192519
12/11/2020,SOFRAI,0.07867,0.08545,0.0893,1.04191824
12/10/2020,SOFRAI,0.07934,0.08556,0.0893,1.04191593
12/09/2020,SOFRAI,0.08,0.08568,0.0893,1.04191361
12/08/2020,SOFRAI,0.081,0.0859,0.08935,1.04191159
12/07/2020,SOFRAI,0.08167,0.08601,0.0893,1.04190927
12/04/2020,SOFRAI,0.083,0.08601,0.08902,1.04190146
12/03/2020,SOFRAI,0.08367,0.08612,0.08896,1.04189914
12/02/2020,SOFRAI,0.08467,0.08634,0.08891,1.04189683
12/01/2020,SOFRAI,0.085,0.08645,0.08885,1.04189451
,,,,,
